purchase_group;n_attempts;success;total_cost;profit;expected_bv;first_psp;second_psp
225_Austria_Visa_20190119_163446;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
80_Austria_Visa_20190211_011104;1;False;1,0;-1,0;-2,972725498077076;UK_Card;
93_Germany_Master_20190104_234328;3;False;3,0;-3,0;-9,52317704902098;UK_Card;UK_Card
236_Germany_Master_20190227_184150;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
189_Austria_Visa_20190104_190715;5;False;2,5;-2,5;-7,345594706066679;Simplecard;Simplecard
347_Austria_Diners_20190216_163228;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
310_Germany_Master_20190218_103153;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
320_Switzerland_Master_20190125_082658;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
227_Switzerland_Master_20190118_171958;2;False;4,0;-4,0;-9,817372726483844;Moneycard;Moneycard
91_Germany_Master_20190104_061138;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
178_Germany_Visa_20190119_072651;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
105_Germany_Visa_20190109_110419;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
326_Germany_Master_20190220_144725;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
195_Germany_Visa_20190218_023651;2;False;2,0;-2,0;-6,4275942449394785;UK_Card;UK_Card
121_Austria_Visa_20190103_025729;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
178_Germany_Master_20190205_110527;4;True;6,0;4,0;-12,617466719057806;UK_Card;UK_Card
343_Germany_Visa_20190219_172913;1;True;1,0;9,0;-1,148016077251051;Simplecard;
325_Austria_Visa_20190201_230416;3;True;5,0;5,0;-8,459181750784394;UK_Card;UK_Card
294_Switzerland_Master_20190115_054428;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
167_Germany_Master_20190211_210917;1;True;3,0;7,0;-3,46621998497638;UK_Card;
145_Switzerland_Master_20190120_122446;1;False;1,0;-1,0;-2,917446171044295;UK_Card;
175_Switzerland_Master_20190205_195938;1;True;3,0;7,0;-3,5873621438882424;UK_Card;
226_Germany_Diners_20190219_040827;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
64_Austria_Diners_20190216_231853;1;True;1,0;9,0;-3,13650736443628;Simplecard;
167_Austria_Master_20190119_010345;1;True;3,0;7,0;-3,318040683427518;UK_Card;
122_Germany_Master_20190214_081700;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
320_Austria_Master_20190126_063153;1;True;10,0;0,0;-4,907881921999567;Goldcard;
222_Germany_Master_20190124_065619;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
175_Switzerland_Master_20190121_100031;2;True;4,0;6,0;-6,8980541426427635;UK_Card;UK_Card
167_Germany_Master_20190131_083035;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
107_Switzerland_Master_20190214_014047;1;True;3,0;7,0;-3,9975030922828827;UK_Card;
298_Austria_Diners_20190112_102559;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
205_Austria_Visa_20190107_111801;2;False;1,0;-1,0;-8,05161369063962;Simplecard;Simplecard
321_Germany_Diners_20190208_200810;2;True;1,5;8,5;-6,27301472887256;Simplecard;Simplecard
132_Germany_Master_20190120_113437;1;True;3,0;7,0;-2,677745228269517;UK_Card;
274_Germany_Diners_20190102_024913;3;False;1,5;-1,5;-9,065260721291184;Simplecard;Simplecard
182_Switzerland_Master_20190115_153420;4;True;11,0;-1,0;-6,5823259372850345;Moneycard;Moneycard
138_Switzerland_Master_20190115_002253;1;False;1,0;-1,0;-4,041377184292568;UK_Card;
165_Switzerland_Visa_20190221_212350;1;False;1,0;-1,0;-3,5434880518785583;UK_Card;
92_Germany_Master_20190227_163732;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
163_Austria_Master_20190223_095706;2;True;4,0;6,0;-6,325051963301759;UK_Card;UK_Card
19_Austria_Master_20190104_205746;1;False;0,5;-0,5;-3,3521204531950324;Simplecard;
371_Austria_Master_20190202_212413;1;True;3,0;7,0;-3,090075654889751;UK_Card;
289_Germany_Visa_20190208_150700;1;True;1,0;9,0;-4,523444582279341;Simplecard;
203_Austria_Diners_20190214_055603;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
149_Germany_Visa_20190228_022856;2;False;2,0;-2,0;-6,472761470993837;UK_Card;UK_Card
285_Germany_Master_20190109_162731;6;False;3,5;-3,5;-27,280728826182305;UK_Card;Simplecard
107_Germany_Master_20190110_010724;1;False;1,0;-1,0;-3,325498850711403;UK_Card;
102_Germany_Visa_20190215_143210;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
116_Germany_Master_20190222_043348;2;True;4,0;6,0;-6,472761470993837;UK_Card;UK_Card
139_Germany_Visa_20190208_153521;2;False;2,0;-2,0;-6,561802789057882;UK_Card;UK_Card
315_Switzerland_Master_20190101_075715;1;False;1,0;-1,0;-3,236457532647359;UK_Card;
168_Germany_Master_20190126_164214;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
128_Germany_Master_20190228_225523;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
144_Switzerland_Master_20190203_030304;1;False;1,0;-1,0;-3,3100836575228696;UK_Card;
174_Switzerland_Visa_20190130_142435;1;False;1,0;-1,0;-3,5434880518785583;UK_Card;
161_Switzerland_Visa_20190123_185649;1;False;1,0;-1,0;-3,5434880518785583;UK_Card;
247_Germany_Master_20190115_233542;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
183_Germany_Master_20190112_225212;1;True;10,0;0,0;-3,3902851396969034;Goldcard;
289_Austria_Master_20190111_201842;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
174_Austria_Master_20190215_155313;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
199_Germany_Master_20190121_233848;1;False;1,0;-1,0;-3,3771786669123367;UK_Card;
316_Germany_Diners_20190214_061632;1;True;1,0;9,0;-3,2100356918296677;Simplecard;
214_Germany_Master_20190109_154630;3;False;6,0;-6,0;-14,726059089725766;Moneycard;Moneycard
208_Switzerland_Master_20190118_202234;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
150_Austria_Master_20190217_041506;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
273_Germany_Master_20190108_143203;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
162_Switzerland_Master_20190223_125643;1;False;1,0;-1,0;-3,3220506415929574;UK_Card;
133_Switzerland_Master_20190210_202253;1;True;3,0;7,0;-2,677745228269517;UK_Card;
46_Germany_Diners_20190108_233051;3;False;2,5;-2,5;-8,247347818202709;Simplecard;UK_Card
289_Germany_Master_20190122_094323;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
209_Germany_Master_20190101_101001;3;False;3,0;-3,0;-8,894388691977758;UK_Card;UK_Card
179_Austria_Visa_20190205_160914;1;False;1,0;-1,0;-3,4622100268109426;UK_Card;
15_Switzerland_Master_20190202_024848;1;True;1,0;9,0;-3,4151052149462204;Simplecard;
79_Switzerland_Visa_20190122_130240;1;False;1,0;-1,0;-3,1947246574096697;UK_Card;
382_Germany_Master_20190219_010538;1;True;10,0;0,0;-4,907881921999567;Goldcard;
131_Switzerland_Diners_20190216_081902;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
48_Austria_Diners_20190116_073048;3;True;2,0;8,0;-6,556490848298463;Simplecard;Simplecard
410_Germany_Master_20190129_193219;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
26_Germany_Visa_20190217_104109;3;True;5,0;5,0;-8,766516234530785;UK_Card;UK_Card
139_Germany_Diners_20190122_101202;1;True;1,0;9,0;-2,185496949432821;Simplecard;
234_Germany_Master_20190208_005949;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
260_Germany_Master_20190129_113414;1;True;5,0;5,0;-4,97187713038381;Moneycard;
240_Germany_Master_20190211_071742;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
202_Germany_Master_20190116_124203;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
69_Switzerland_Visa_20190101_183911;2;True;4,0;6,0;-6,7522624494523384;UK_Card;UK_Card
366_Germany_Visa_20190208_201032;1;False;0,5;-0,5;-1,2632835966169305;Simplecard;
179_Germany_Visa_20190227_203933;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
254_Switzerland_Visa_20190130_180815;2;True;1,5;8,5;-2,5533263352476094;Simplecard;Simplecard
159_Austria_Master_20190109_145705;3;True;9,0;1,0;-4,719411233356539;Moneycard;Moneycard
18_Germany_Visa_20190206_080021;1;True;1,0;9,0;-1,6347121680455015;Simplecard;
255_Germany_Master_20190125_023322;1;True;10,0;0,0;-4,907881921999567;Goldcard;
175_Switzerland_Visa_20190121_082242;1;False;0,5;-0,5;-1,148016077251051;Simplecard;
100_Germany_Master_20190124_203625;2;False;2,0;-2,0;-6,472761470993837;UK_Card;UK_Card
49_Austria_Master_20190223_195355;1;False;1,0;-1,0;-3,321488892545964;UK_Card;
63_Germany_Diners_20190110_035642;1;True;1,0;9,0;-2,855486813001555;Simplecard;
202_Germany_Master_20190228_112104;1;False;2,0;-2,0;-5,235486323798737;Moneycard;
245_Germany_Diners_20190102_153915;2;False;1,0;-1,0;-6,043507147527456;Simplecard;Simplecard
319_Switzerland_Master_20190107_164447;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
260_Germany_Master_20190214_144601;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
155_Austria_Visa_20190210_132816;1;True;3,0;7,0;-2,917446171044295;UK_Card;
244_Germany_Master_20190129_000314;1;True;10,0;0,0;-4,907881921999567;Goldcard;
196_Germany_Diners_20190122_180538;2;True;7,0;3,0;-3,8037736378617772;Moneycard;Moneycard
165_Germany_Master_20190215_030311;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
22_Germany_Master_20190213_201628;1;False;0,5;-0,5;-3,1685866992888534;Simplecard;
229_Germany_Master_20190205_140558;1;True;5,0;5,0;-4,908686363241922;Moneycard;
220_Switzerland_Diners_20190109_085430;2;False;1,0;-1,0;-4,370993898865642;Simplecard;Simplecard
212_Germany_Master_20190122_185547;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
178_Switzerland_Visa_20190207_005354;2;True;2,0;8,0;-7,23288491159799;UK_Card;Simplecard
43_Austria_Master_20190118_132249;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
93_Germany_Master_20190110_140954;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
437_Switzerland_Master_20190227_064854;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
394_Germany_Diners_20190213_142333;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
234_Germany_Master_20190103_102112;2;False;4,0;-4,0;-9,94375426076762;Moneycard;Moneycard
122_Germany_Master_20190127_183531;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
323_Germany_Master_20190125_084406;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
266_Switzerland_Visa_20190107_182526;1;True;1,0;9,0;-4,523444582279341;Simplecard;
285_Switzerland_Diners_20190226_224646;1;False;0,5;-0,5;-3,13650736443628;Simplecard;
243_Switzerland_Master_20190127_005204;1;True;10,0;0,0;-4,907881921999567;Goldcard;
290_Austria_Visa_20190209_162412;1;True;1,0;9,0;-4,523444582279341;Simplecard;
479_Austria_Master_20190127_022036;1;True;10,0;0,0;-4,907881921999567;Goldcard;
262_Austria_Master_20190217_132329;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
233_Austria_Master_20190205_210032;1;True;5,0;5,0;-4,97187713038381;Moneycard;
373_Austria_Master_20190218_074303;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
43_Austria_Visa_20190220_155719;1;True;3,0;7,0;-3,418335934801256;UK_Card;
232_Austria_Master_20190212_045400;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
143_Switzerland_Diners_20190206_051106;1;False;0,5;-0,5;-2,855486813001555;Simplecard;
248_Germany_Diners_20190101_115007;1;False;0,5;-0,5;-2,2553813424964044;Simplecard;
175_Germany_Visa_20190206_031648;4;True;2,5;7,5;-7,310731214418528;Simplecard;Simplecard
233_Germany_Master_20190224_115054;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
215_Germany_Master_20190102_192742;2;True;4,0;6,0;-6,472915065294718;UK_Card;UK_Card
50_Germany_Visa_20190119_230830;1;True;1,0;9,0;-0,7765875058224792;Simplecard;
216_Switzerland_Diners_20190102_204511;1;False;0,5;-0,5;-3,2063917574998646;Simplecard;
149_Austria_Master_20190226_192131;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
227_Germany_Master_20190116_021617;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
226_Austria_Diners_20190216_105102;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
269_Switzerland_Master_20190201_165551;2;True;4,0;6,0;-6,1123779260588735;UK_Card;UK_Card
105_Germany_Master_20190204_081050;1;False;1,0;-1,0;-3,323286316337219;UK_Card;
162_Austria_Visa_20190109_035931;2;False;1,0;-1,0;-3,5267185168365103;Simplecard;Simplecard
294_Germany_Diners_20190217_232130;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
75_Germany_Diners_20190113_230217;4;False;2,5;-2,5;-11,24765387639263;UK_Card;Simplecard
121_Germany_Diners_20190125_020704;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
162_Germany_Master_20190107_065303;1;True;1,0;9,0;-2,3810426252834267;Simplecard;
133_Germany_Visa_20190205_094027;1;False;0,5;-0,5;-1,6347121680455015;Simplecard;
51_Germany_Master_20190104_191932;1;False;0,5;-0,5;-3,3521204531950324;Simplecard;
162_Switzerland_Master_20190217_104604;1;True;3,0;7,0;-2,917446171044295;UK_Card;
388_Germany_Master_20190111_143237;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
111_Austria_Master_20190216_191159;1;False;1,0;-1,0;-3,321488892545964;UK_Card;
171_Germany_Diners_20190117_101138;1;True;1,0;9,0;-2,855486813001555;Simplecard;
140_Germany_Visa_20190215_013302;2;False;1,5;-1,5;-6,517006578016826;UK_Card;Simplecard
133_Germany_Master_20190206_043155;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
293_Germany_Visa_20190220_142444;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
207_Austria_Master_20190218_181255;1;False;2,0;-2,0;-4,908686363241922;Moneycard;
122_Germany_Diners_20190118_160110;1;True;5,0;5,0;-1,553887046383081;Moneycard;
334_Germany_Visa_20190122_110406;2;True;1,5;8,5;-8,05161369063962;Simplecard;Simplecard
581_Germany_Master_20190108_135301;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
53_Germany_Master_20190216_234129;1;True;3,0;7,0;-3,325498850711403;UK_Card;
231_Switzerland_Master_20190219_063950;1;True;10,0;0,0;-4,907881921999567;Goldcard;
253_Germany_Visa_20190107_061138;3;False;1,5;-1,5;-11,579782798999899;Simplecard;Simplecard
283_Austria_Master_20190202_132733;1;True;3,0;7,0;-3,090075654889751;UK_Card;
185_Germany_Master_20190201_124523;2;True;4,0;6,0;-6,60222867194912;UK_Card;UK_Card
166_Germany_Diners_20190206_152808;1;True;5,0;5,0;-1,553887046383081;Moneycard;
302_Germany_Diners_20190117_005448;3;True;2,0;8,0;-9,065260721291184;Simplecard;Simplecard
91_Germany_Master_20190208_124042;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
387_Germany_Visa_20190105_023742;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
294_Germany_Master_20190210_235753;4;False;2,0;-2,0;-19,657137665549058;Simplecard;Simplecard
60_Germany_Diners_20190208_231430;2;True;3,5;6,5;-6,186922942463422;Simplecard;UK_Card
243_Germany_Master_20190127_000210;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
234_Germany_Master_20190205_032426;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
174_Germany_Master_20190127_105849;1;True;3,0;7,0;-2,917446171044295;UK_Card;
76_Switzerland_Diners_20190113_225400;1;False;1,0;-1,0;-2,6811934373879645;UK_Card;
57_Germany_Visa_20190212_053439;2;True;4,0;6,0;-6,89969041166223;UK_Card;UK_Card
234_Switzerland_Master_20190118_104806;4;True;2,5;7,5;-19,657137665549058;Simplecard;Simplecard
29_Germany_Visa_20190221_115943;1;False;1,0;-1,0;-3,543491552877571;UK_Card;
53_Germany_Diners_20190206_002223;3;True;5,0;5,0;-8,990932424776446;UK_Card;UK_Card
311_Germany_Master_20190211_203920;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
148_Switzerland_Master_20190222_004206;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
126_Germany_Master_20190130_201956;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
192_Germany_Master_20190226_070001;1;True;3,0;7,0;-3,3771786669123367;UK_Card;
23_Germany_Master_20190117_151704;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
10_Germany_Master_20190127_124744;2;True;2,0;8,0;-5,849780136676818;UK_Card;Simplecard
72_Austria_Master_20190220_074225;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
286_Germany_Master_20190103_035822;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
349_Austria_Master_20190126_172058;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
98_Austria_Visa_20190204_075713;1;False;1,0;-1,0;-3,069572540332368;UK_Card;
167_Germany_Visa_20190127_062331;1;False;1,0;-1,0;-2,917446171044295;UK_Card;
42_Germany_Visa_20190209_212213;1;True;1,0;9,0;-1,2632835966169305;Simplecard;
266_Switzerland_Master_20190221_064403;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
269_Germany_Master_20190202_004329;3;True;5,0;5,0;-8,448837123429055;UK_Card;UK_Card
268_Germany_Master_20190226_091057;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
189_Austria_Master_20190216_231016;1;True;10,0;0,0;-3,3902851396969034;Goldcard;
29_Germany_Diners_20190220_220013;1;True;1,0;9,0;-3,13650736443628;Simplecard;
227_Switzerland_Diners_20190204_090513;1;False;0,5;-0,5;-2,2553813424964044;Simplecard;
164_Austria_Master_20190228_011104;2;True;4,0;6,0;-6,514838139212267;UK_Card;UK_Card
36_Austria_Diners_20190216_065940;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
156_Austria_Visa_20190203_201510;3;False;3,0;-3,0;-9,651339872945371;UK_Card;UK_Card
385_Switzerland_Visa_20190208_084752;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
126_Germany_Master_20190121_155924;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
209_Germany_Visa_20190118_075323;1;True;1,0;9,0;-4,523444582279341;Simplecard;
174_Germany_Diners_20190118_064245;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
300_Germany_Master_20190206_203740;1;True;1,0;9,0;-2,3810426252834267;Simplecard;
265_Germany_Master_20190126_221732;2;True;1,5;8,5;-9,828568832774529;Simplecard;Simplecard
153_Germany_Diners_20190227_062702;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
396_Germany_Master_20190208_181306;3;False;1,5;-1,5;-14,742853249161794;Simplecard;Simplecard
161_Austria_Visa_20190119_100428;1;False;0,5;-0,5;-0,7765875058224792;Simplecard;
337_Germany_Master_20190128_134639;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
181_Germany_Master_20190115_020133;5;False;5,0;-5,0;-15,667882297084947;UK_Card;UK_Card
155_Germany_Master_20190202_000147;1;False;1,0;-1,0;-3,3659247336026423;UK_Card;
287_Germany_Master_20190122_050446;1;True;10,0;0,0;-4,907881921999567;Goldcard;
233_Germany_Master_20190227_062443;1;False;5,0;-5,0;-4,907881921999567;Goldcard;
211_Austria_Master_20190205_015635;1;False;0,5;-0,5;-5,003848822487663;Simplecard;
182_Switzerland_Diners_20190223_021220;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
150_Germany_Master_20190225_155343;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
171_Switzerland_Visa_20190228_105556;1;False;1,0;-1,0;-3,8037644726059368;UK_Card;
19_Germany_Master_20190225_135503;1;False;2,0;-2,0;-0,9935818254995459;Moneycard;
352_Switzerland_Diners_20190223_210512;2;False;1,0;-1,0;-6,27301472887256;Simplecard;Simplecard
132_Austria_Master_20190204_105624;1;False;1,0;-1,0;-3,4622100268109426;UK_Card;
142_Switzerland_Master_20190105_041651;2;True;4,0;6,0;-6,383508616364848;UK_Card;UK_Card
319_Germany_Diners_20190216_121432;1;True;1,0;9,0;-3,021753573763728;Simplecard;
220_Switzerland_Master_20190123_041209;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
469_Austria_Visa_20190201_101436;2;False;2,0;-2,0;-6,1123779260588735;UK_Card;UK_Card
135_Austria_Master_20190117_192614;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
113_Switzerland_Master_20190104_155643;3;True;9,0;1,0;-4,719411233356539;Moneycard;Moneycard
197_Germany_Visa_20190204_102726;3;True;5,0;5,0;-9,47800982296662;UK_Card;UK_Card
151_Austria_Master_20190104_043736;3;True;5,0;5,0;-9,563041182865227;UK_Card;UK_Card
172_Germany_Master_20190218_102653;1;False;5,0;-5,0;-2,9132929494971678;Goldcard;
167_Germany_Visa_20190220_050624;1;False;1,0;-1,0;-3,4223458929666952;UK_Card;
148_Germany_Diners_20190102_144750;1;True;5,0;5,0;-1,553887046383081;Moneycard;
98_Austria_Master_20190118_041458;1;False;1,0;-1,0;-3,418335934801256;UK_Card;
30_Switzerland_Master_20190220_100250;2;False;1,0;-1,0;-6,463142922080083;Simplecard;Simplecard
256_Austria_Master_20190213_150601;1;False;1,0;-1,0;-2,7093067442459837;UK_Card;
241_Germany_Master_20190116_145821;2;False;4,0;-4,0;-9,817372726483844;Moneycard;Moneycard
78_Germany_Master_20190219_122510;1;False;1,0;-1,0;-3,0735824984978075;UK_Card;
47_Germany_Master_20190117_020913;2;False;1,5;-1,5;-6,2108106149201365;Simplecard;UK_Card
175_Germany_Diners_20190201_125953;2;True;1,5;8,5;-4,510762684992809;Simplecard;Simplecard
412_Germany_Visa_20190201_210945;8;True;10,0;0,0;-20,193200874411993;UK_Card;UK_Card
77_Germany_Visa_20190118_033431;3;True;5,0;5,0;-9,516280630784088;UK_Card;UK_Card
185_Germany_Master_20190131_000935;1;False;1,0;-1,0;-3,325498850711403;UK_Card;
264_Switzerland_Visa_20190101_174008;6;False;6,0;-6,0;-15,785460562239276;UK_Card;UK_Card
146_Germany_Master_20190201_084937;1;False;1,0;-1,0;-3,46621998497638;UK_Card;
148_Germany_Master_20190123_122035;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
244_Germany_Master_20190118_160311;2;True;1,5;8,5;-9,828568832774529;Simplecard;Simplecard
167_Germany_Master_20190107_192542;1;True;1,0;9,0;-2,3810426252834267;Simplecard;
203_Germany_Master_20190205_065445;3;False;1,5;-1,5;-15,01154646746299;Simplecard;Simplecard
148_Switzerland_Master_20190129_063843;1;False;1,0;-1,0;-4,041377184292568;UK_Card;
252_Germany_Visa_20190216_012829;2;True;1,5;8,5;-1,8104691923904648;Simplecard;Simplecard
91_Germany_Visa_20190222_143446;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
209_Austria_Master_20190209_180013;1;True;5,0;5,0;-4,908686363241922;Moneycard;
292_Germany_Diners_20190112_052814;1;False;0,5;-0,5;-3,2100356918296677;Simplecard;
174_Germany_Visa_20190112_130915;1;True;3,0;7,0;-3,3220506415929574;UK_Card;
206_Germany_Master_20190213_101232;1;True;1,0;9,0;-4,9142844163872645;Simplecard;
344_Germany_Visa_20190220_103055;1;True;1,0;9,0;-1,148016077251051;Simplecard;
14_Austria_Visa_20190108_032310;5;False;5,0;-5,0;-16,526032740115348;UK_Card;UK_Card
182_Austria_Visa_20190117_100739;1;True;1,0;9,0;-0,7765875058224792;Simplecard;
290_Germany_Visa_20190131_202355;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
368_Austria_Diners_20190213_165738;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
325_Germany_Diners_20190213_075537;1;True;1,0;9,0;-2,185496949432821;Simplecard;
139_Germany_Master_20190226_182434;1;False;2,0;-2,0;-0,9069151588328799;Moneycard;
233_Germany_Master_20190110_191801;1;False;0,5;-0,5;-4,9142844163872645;Simplecard;
187_Switzerland_Diners_20190116_010902;3;True;4,5;5,5;-9,596734185162273;Simplecard;UK_Card
261_Austria_Master_20190109_120008;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
30_Germany_Master_20190102_023437;1;True;3,0;7,0;-3,4005578842384097;UK_Card;
391_Germany_Master_20190118_134920;2;False;1,0;-1,0;-9,828568832774529;Simplecard;Simplecard
90_Switzerland_Master_20190222_132851;2;True;7,0;3,0;-2,856496529428042;Moneycard;Moneycard
261_Germany_Master_20190217_081425;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
122_Austria_Visa_20190202_085958;1;False;1,0;-1,0;-3,321488892545964;UK_Card;
208_Switzerland_Master_20190225_224426;1;True;3,0;7,0;-2,7093067442459837;UK_Card;
244_Switzerland_Master_20190128_111734;3;False;6,0;-6,0;-14,915631391151429;Moneycard;Moneycard
268_Germany_Master_20190206_184932;1;False;0,5;-0,5;-2,3810426252834267;Simplecard;
232_Austria_Visa_20190207_151228;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
102_Germany_Diners_20190114_065335;2;True;4,0;6,0;-6,123998076524949;UK_Card;UK_Card
234_Germany_Master_20190202_140245;2;True;4,0;6,0;-6,10548150782198;UK_Card;UK_Card
186_Germany_Master_20190119_194234;1;True;3,0;7,0;-3,5434880518785583;UK_Card;
74_Switzerland_Master_20190107_233123;1;True;1,0;9,0;-2,588266985535493;Simplecard;
374_Austria_Master_20190227_053840;1;True;10,0;0,0;-4,907881921999567;Goldcard;
135_Austria_Diners_20190109_214611;4;False;3,5;-3,5;-11,670264921028526;Simplecard;UK_Card
316_Switzerland_Master_20190130_220009;1;True;5,0;5,0;-4,97187713038381;Moneycard;
318_Germany_Diners_20190215_111322;2;False;1,0;-1,0;-6,043507147527456;Simplecard;Simplecard
247_Austria_Diners_20190208_031914;1;False;0,5;-0,5;-3,021753573763728;Simplecard;
90_Germany_Diners_20190206_034522;2;True;3,5;6,5;-6,2604512698568096;Simplecard;UK_Card
195_Switzerland_Visa_20190126_062233;1;True;3,0;7,0;-3,8037644726059368;UK_Card;
308_Germany_Master_20190103_071609;1;False;2,0;-2,0;-4,97187713038381;Moneycard;
39_Germany_Visa_20190218_123331;2;True;2,0;8,0;-7,040782560940511;UK_Card;Simplecard
99_Germany_Master_20190116_212836;1;True;10,0;0,0;-2,9132929494971678;Goldcard;
81_Germany_Visa_20190220_190125;1;True;3,0;7,0;-3,4223458929666952;UK_Card;
272_Germany_Visa_20190226_014818;1;True;1,0;9,0;-4,523444582279341;Simplecard;
196_Switzerland_Visa_20190110_200108;5;True;7,0;3,0;-15,745150363987126;UK_Card;UK_Card
109_Germany_Master_20190125_181109;1;True;5,0;5,0;-0,9069151588328799;Moneycard;
44_Germany_Master_20190219_145046;1;True;5,0;5,0;-0,9935818254995459;Moneycard;
109_Germany_Visa_20190105_031508;1;True;3,0;7,0;-3,325498850711403;UK_Card;
337_Germany_Visa_20190122_183120;1;False;0,5;-0,5;-4,523444582279341;Simplecard;
137_Switzerland_Master_20190213_013333;1;True;3,0;7,0;-3,9975030922828827;UK_Card;
97_Austria_Master_20190204_205728;2;False;2,0;-2,0;-6,11998811835951;UK_Card;UK_Card
175_Austria_Diners_20190107_125113;1;False;0,5;-0,5;-2,185496949432821;Simplecard;
